Row ID,Quantity,Discount,Shipping Cost,Order ID,Product ID,Ship Mode,Ship Date
90,3,0.2,59.679,MX-2013-SC2084582-41636,FUR-BO-3903,Standard Class,1/1/14
91,9,0,5.218,MX-2013-SC2084582-41636,OFF-BI-4825,Standard Class,1/1/14
92,10,0,24.628,MX-2013-SC2084582-41636,OFF-EN-3101,Standard Class,1/1/14
93,5,0,4.098,MX-2014-AJ1078082-41752,OFF-PA-6609,Standard Class,4/27/14
94,5,0,10.864,MX-2014-AJ1078082-41752,OFF-EN-5039,Standard Class,4/27/14
95,2,0,2.827,MX-2014-AJ1078082-41752,OFF-FA-6208,Standard Class,4/27/14
96,7,0,55.573,MX-2012-KT1646518-41017,FUR-BO-3895,Standard Class,4/24/12
97,2,0,7.18,MX-2012-KT1646518-41017,TEC-AC-4151,Standard Class,4/24/12
98,3,0,5.685,MX-2012-AH1007593-41202,OFF-ST-6060,Standard Class,10/24/12
99,3,0.2,28.025,US-2014-NW1840036-41859,FUR-CH-5436,First Class,8/10/14
100,6,0.2,18.581,US-2014-NW1840036-41859,OFF-PA-3992,First Class,8/10/14
101,3,0,9.001,MX-2014-JL1585051-41986,TEC-AC-5134,Second Class,12/18/14
102,5,0,3.461,MX-2014-CG1204031-41977,OFF-FA-6194,Standard Class,12/9/14
103,5,0.2,27.264,US-2014-TB2140082-41947,FUR-CH-5452,Standard Class,11/10/14
104,2,0,2.128,US-2014-TB2140082-41947,OFF-AR-5926,Standard Class,11/10/14
105,1,0,1.627,MX-2014-PB1915082-41973,OFF-EN-4908,Second Class,12/2/14
106,9,0.2,29.587,MX-2013-MD1735082-41557,FUR-CH-4632,Standard Class,10/16/13
107,3,0.2,5.989,US-2012-HD1478536-41178,OFF-PA-4464,Standard Class,10/1/12
108,4,0.4,2.223,US-2015-TT212655-42163,OFF-AR-6121,Second Class,6/12/15
109,1,0.4,1.71,US-2015-TT212655-42163,OFF-PA-4474,Second Class,6/12/15
110,2,0,12.209,MX-2014-RS1942082-41886,TEC-AC-5881,Same Day,9/4/14
111,5,0,55.555,MX-2015-SC2068082-42231,TEC-PH-3143,Standard Class,8/22/15
112,5,0,4.027,MX-2013-EM1420051-41586,OFF-SU-4314,Standard Class,11/12/13
113,7,0.4,5.729,US-2014-SW202755-41898,OFF-PA-4168,Second Class,9/21/14
114,9,0.4,6.273,US-2014-SW202755-41898,OFF-PA-5891,Second Class,9/21/14
115,5,0.4,28.996,US-2014-SW202755-41898,OFF-ST-6262,Second Class,9/21/14
116,5,0.2,1.61,MX-2015-TS2108536-42059,OFF-FA-6203,Standard Class,3/2/15
117,5,0,78.476,MX-2015-SS2041018-42336,TEC-PH-3817,Second Class,12/2/15
118,3,0,166.26,MX-2014-AG1033028-41865,OFF-AP-4963,Second Class,8/18/14
119,7,0,23.336,MX-2014-AG1033028-41865,OFF-EN-4915,Second Class,8/18/14
120,3,0,1.289,MX-2014-AG1033028-41865,OFF-FA-2954,Second Class,8/18/14
121,5,0.4,7.315,US-2013-NP1868555-41347,OFF-EN-3664,Standard Class,3/18/13
122,4,0.4,6.416,US-2013-PO19195143-41352,OFF-AR-6127,Standard Class,3/23/13
123,4,0.4,16.47,US-2012-PB1915054-41271,FUR-BO-3899,Standard Class,1/1/13
124,2,0.7,11.695,US-2012-PB1915054-41271,TEC-MA-5573,Standard Class,1/1/13
125,5,0,28.481,MX-2015-JL1513018-42159,FUR-CH-5367,First Class,6/6/15
126,2,0.002,32.388,MX-2015-JL1513018-42159,TEC-CO-3703,First Class,6/6/15
127,8,0,30.212,MX-2015-JL1513018-42159,OFF-EN-4443,First Class,6/6/15
128,2,0,6.467,MX-2015-JL1513018-42159,FUR-CH-5446,First Class,6/6/15
129,3,0,10.823,MX-2015-JL1513018-42159,OFF-AR-3526,First Class,6/6/15
130,6,0,16.394,MX-2012-BT1130531-40912,OFF-EN-4912,Standard Class,1/11/12
131,3,0,4.391,MX-2015-DR1288082-42363,OFF-PA-4477,Standard Class,12/31/15
132,5,0.2,72.519,US-2014-LP1708082-41957,FUR-BO-3904,Standard Class,11/19/14
133,2,0.2,1.886,US-2015-TT2146036-42276,OFF-FA-6208,Standard Class,10/4/15
134,1,0.2,1.178,US-2015-TT2146036-42276,OFF-BI-4830,Standard Class,10/4/15
135,5,0.4,1.105,MX-2015-FW143955-42306,OFF-LA-4688,Standard Class,11/3/15
136,3,0.4,30.005,MX-2015-FW143955-42306,OFF-AP-4958,Standard Class,11/3/15
137,1,0.7,1.403,MX-2015-FW143955-42306,OFF-BI-6371,Standard Class,11/3/15
138,7,0.4,14.127,US-2013-BM1114098-41343,OFF-AR-3545,First Class,3/12/13
139,4,0,8.222,MX-2012-SC2002082-41051,TEC-MA-5499,Standard Class,5/27/12
140,3,0,26.997,MX-2014-MO1750018-41927,TEC-MA-5542,Standard Class,10/19/14
141,3,0,2.192,MX-2014-MO1750018-41927,OFF-BI-6379,Standard Class,10/19/14
142,2,0.002,22.535,MX-2013-KD1661582-41400,TEC-CO-3588,Standard Class,5/10/13
143,3,0,1.285,MX-2013-KD1661582-41400,OFF-LA-3297,Standard Class,5/10/13
144,4,0,5.457,MX-2013-KD1661582-41400,OFF-EN-5039,Standard Class,5/10/13
145,3,0.2,7.14,MX-2012-EM1381036-41067,TEC-AC-4164,Standard Class,6/11/12
146,2,0.2,1.51,MX-2012-EM1381036-41067,OFF-FA-3020,Standard Class,6/11/12
147,4,0.4,25.065,US-2013-BH1171055-41476,OFF-ST-4260,Second Class,7/25/13
148,2,0.4,1.815,US-2013-BH1171055-41476,OFF-LA-4659,Second Class,7/25/13
149,4,0.402,29.385,US-2013-BH1171055-41476,TEC-CO-4568,Second Class,7/25/13
150,3,0.4,2.379,US-2013-BH1171055-41476,TEC-AC-5132,Second Class,7/25/13
151,3,0,17.895,MX-2014-BE1133531-41931,FUR-CH-4559,Standard Class,10/23/14
152,5,0,2.012,MX-2014-BE1133531-41931,OFF-BI-3293,Standard Class,10/23/14
153,5,0,2.876,MX-2014-BE1133531-41931,FUR-CH-5433,Standard Class,10/23/14
154,3,0.2,8.699,US-2013-LW1699036-41461,OFF-BI-6383,Standard Class,7/13/13
155,3,0,7.875,MX-2012-HE1480018-41103,OFF-SU-2993,Standard Class,7/19/12
156,5,0,5.01,MX-2013-LS1723093-41586,FUR-FU-3949,Standard Class,11/14/13
157,3,0,9.517,MX-2013-LS1723093-41586,OFF-PA-4461,Standard Class,11/14/13
158,2,0,5.055,MX-2013-ST2053082-41581,OFF-PA-6606,Same Day,11/3/13
159,3,0,2.39,MX-2013-ST2053082-41581,OFF-BI-6405,Same Day,11/3/13
160,5,0,24.441,MX-2015-GP1474031-42356,OFF-AR-5902,Second Class,12/20/15
161,6,0,31.558,MX-2015-GP1474031-42356,OFF-EN-3667,Second Class,12/20/15
162,7,0,75.07,MX-2013-TC2153531-41466,OFF-ST-6282,Same Day,7/11/13
163,6,0,79.432,MX-2013-TC2153531-41466,OFF-AR-3477,Same Day,7/11/13
164,3,0.4,30.049,US-2015-TZ21580143-42209,OFF-AP-3572,Standard Class,7/29/15
165,4,0.2,239.217,MX-2013-AR1034582-41601,FUR-BO-5786,First Class,11/25/13
166,5,0,26.909,MX-2013-SL2015539-41486,FUR-CH-4559,Second Class,8/5/13
167,5,0,17.623,MX-2013-SL2015539-41486,FUR-CH-5801,Second Class,8/5/13
168,1,0.2,2.872,MX-2014-DJ1363036-41963,FUR-CH-4633,Second Class,11/23/14
169,1,0.4,3.155,US-2014-YS218805-41999,OFF-PA-6620,Second Class,12/28/14
170,3,0.2,54.037,MX-2014-BW1120082-41979,FUR-CH-4655,Standard Class,12/12/14
171,8,0,49.413,MX-2012-EB1417093-41110,FUR-BO-4864,Standard Class,7/25/12
172,2,0,1.42,MX-2014-MO1750082-41720,OFF-BI-2917,Standard Class,3/28/14
173,4,0.002,44.541,MX-2014-MO1750082-41720,TEC-CO-4780,Standard Class,3/28/14
174,1,0,3.414,MX-2014-MO1750082-41720,OFF-AP-4490,Standard Class,3/28/14
175,2,0,2.994,MX-2014-MO1750082-41720,TEC-AC-3381,Standard Class,3/28/14
176,5,0,18.483,MX-2014-JS1568539-41961,OFF-BI-3726,Standard Class,11/23/14
177,2,0,1.907,MX-2014-JS1568539-41961,OFF-EN-3092,Standard Class,11/23/14
178,6,0,11.432,MX-2014-JS1568539-41961,OFF-PA-4468,Standard Class,11/23/14
179,5,0,28.907,MX-2014-TB2117531-41814,FUR-BO-5799,Second Class,6/26/14
180,6,0,115.526,MX-2014-TB2117531-41814,OFF-AP-3864,Second Class,6/26/14
181,10,0,32.328,MX-2014-TB2117531-41814,TEC-AC-3398,Second Class,6/26/14
182,3,0,37.296,MX-2014-TB2117531-41814,FUR-BO-5960,Second Class,6/26/14
183,2,0,1.162,MX-2014-TB2117531-41814,OFF-ST-6025,Second Class,6/26/14
184,5,0.4,9.518,US-2013-VW2177554-41590,OFF-PA-3990,Same Day,11/12/13
185,4,0.2,4.893,MX-2015-HF1499536-42293,TEC-PH-5830,Second Class,10/19/15
186,3,0,12.458,MX-2014-CR1273028-41993,OFF-EN-4916,First Class,12/22/14
187,1,0,2.52,MX-2014-CR1273028-41993,FUR-CH-4564,First Class,12/22/14
188,2,0.002,21.107,MX-2014-CR1273028-41993,TEC-CO-6008,First Class,12/22/14
189,3,0.2,283.928,MX-2014-CR1273028-41993,FUR-TA-3420,First Class,12/22/14
190,2,0.2,77.857,MX-2014-CR1273028-41993,FUR-TA-4648,First Class,12/22/14
191,3,0,70.849,MX-2014-CR1273028-41993,TEC-PH-5249,First Class,12/22/14
192,1,0,3.714,MX-2014-CR1273028-41993,TEC-AC-5196,First Class,12/22/14
193,5,0,1.855,MX-2015-CM1244582-42327,OFF-EN-3108,Standard Class,11/24/15
194,4,0,16.642,MX-2013-BT1148528-41319,OFF-EN-3099,Standard Class,2/20/13
195,1,0.4,2.043,US-2013-ML1804098-41479,OFF-LA-3262,First Class,7/26/13
196,2,0.2,12.848,MX-2015-RW1963082-42187,FUR-CH-4700,Second Class,7/7/15
197,2,0.4,1.858,US-2012-TB2135598-41241,OFF-LA-4542,Standard Class,12/2/12
198,14,0.4,14.24,US-2012-TB2135598-41241,OFF-EN-3090,Standard Class,12/2/12
199,3,0.2,1.691,US-2014-RS1987036-41958,OFF-LA-4678,Second Class,11/19/14
200,9,0.2,4.882,US-2014-RS1987036-41958,OFF-SU-4126,Second Class,11/19/14
201,2,0.2,1.835,US-2014-RS1987036-41958,OFF-FA-5481,Second Class,11/19/14
202,5,0.2,1.887,US-2014-RS1987036-41958,OFF-EN-5028,Second Class,11/19/14
203,3,0,26.588,MX-2015-CS1249082-42286,OFF-ST-4057,Standard Class,10/16/15
204,9,0,8.368,MX-2015-FP1432082-42340,OFF-PA-4159,Standard Class,12/6/15
205,2,0.4,3.147,MX-2014-EB14170143-41901,FUR-CH-4560,Standard Class,9/24/14
206,2,0.4,13.208,MX-2014-EB14170143-41901,OFF-ST-6247,Standard Class,9/24/14
207,5,0.4,3.326,MX-2014-EB14170143-41901,OFF-AR-3498,Standard Class,9/24/14
208,2,0.4,8.765,US-2015-MW182205-42095,FUR-CH-5406,Same Day,4/1/15
209,6,0.7,12.792,US-2015-MW182205-42095,OFF-BI-4816,Same Day,4/1/15
210,2,0.4,6.738,US-2015-MW182205-42095,OFF-EN-5040,Same Day,4/1/15
211,2,0.7,1.349,US-2015-MW182205-42095,OFF-BI-3293,Same Day,4/1/15
212,2,0.4,2.47,US-2015-MW182205-42095,OFF-FA-6201,Same Day,4/1/15
213,11,0.4,42.666,US-2015-MW182205-42095,OFF-EN-3098,Same Day,4/1/15
214,3,0.2,14.598,US-2012-CS1195036-41075,FUR-CH-5775,Standard Class,6/19/12
215,2,0,1.822,MX-2015-DO1343518-42305,OFF-BI-4823,Standard Class,11/1/15
216,2,0.2,12.498,US-2012-RR1952536-41270,TEC-PH-5251,Second Class,12/29/12
217,9,0.2,44.9,US-2012-RR1952536-41270,FUR-CH-5436,Second Class,12/29/12
218,5,0.2,35.125,US-2012-RR1952536-41270,TEC-AC-4151,Second Class,12/29/12
219,8,0.2,103.124,US-2012-RR1952536-41270,TEC-PH-3150,Second Class,12/29/12
220,5,0.2,704.056,US-2012-RR1952536-41270,TEC-PH-5841,Second Class,12/29/12
221,4,0,11.422,MX-2013-MH1762082-41612,OFF-ST-6284,Second Class,12/7/13
222,4,0,77.98,MX-2013-MH1762082-41612,OFF-AP-4733,Second Class,12/7/13
223,3,0,1.528,MX-2013-MH1762082-41612,OFF-LA-5403,Second Class,12/7/13
224,2,0,104.495,MX-2013-MH1762082-41612,OFF-AP-4506,Second Class,12/7/13
225,7,0,6.315,MX-2013-MH1762082-41612,OFF-ST-4261,Second Class,12/7/13
226,3,0.002,31.416,MX-2013-MH1762082-41612,TEC-CO-3587,Second Class,12/7/13
227,9,0.2,44.499,MX-2012-AG1030082-41250,FUR-CH-5446,Standard Class,12/11/12
228,5,0,8.429,MX-2015-BM1114039-42361,OFF-EN-4920,Standard Class,12/30/15
229,3,0,35.208,MX-2015-CL1270093-42284,FUR-BO-5778,First Class,10/9/15
230,2,0,7.823,MX-2015-RK1930082-42206,OFF-PA-4170,Second Class,7/23/15
231,2,0,16.336,MX-2015-RK1930082-42206,OFF-AR-6128,Second Class,7/23/15
232,5,0.2,185.44,MX-2015-RK1930082-42206,FUR-CH-4655,Second Class,7/23/15
233,1,0.002,39.431,MX-2015-RK1930082-42206,TEC-CO-4568,Second Class,7/23/15
234,3,0.2,88.448,MX-2015-RK1930082-42206,FUR-CH-5449,Second Class,7/23/15
235,6,0,28.92,MX-2014-MG1814539-41787,OFF-BI-3712,Same Day,5/28/14
236,3,0,17.719,MX-2014-MG1814539-41787,FUR-FU-5739,Same Day,5/28/14
237,2,0,31.647,MX-2015-KD1649593-42131,FUR-BO-3624,Second Class,5/11/15
238,6,0,138.706,MX-2013-LS1724582-41531,OFF-AP-4964,Standard Class,9/19/13
239,5,0.2,66.627,MX-2014-AS1009082-41732,FUR-BO-3891,Second Class,4/6/14
240,3,0,3.067,MX-2014-AS1009082-41732,OFF-BI-6370,Second Class,4/6/14
241,4,0,9.279,MX-2012-AH1019531-40965,TEC-PH-5830,Standard Class,3/1/12
242,3,0,3.675,MX-2012-AH1019531-40965,TEC-AC-5217,Standard Class,3/1/12
243,3,0,27.399,MX-2012-AH1019531-40965,FUR-CH-4563,Standard Class,3/1/12
244,2,0,4.857,MX-2012-AH1019531-40965,OFF-SU-3003,Standard Class,3/1/12
245,5,0,1.743,MX-2015-GB1453039-42075,OFF-LA-4688,Standard Class,3/18/15
246,4,0,2.803,MX-2015-GB1453039-42075,OFF-SU-6168,Standard Class,3/18/15
247,2,0,38.427,MX-2012-AC1042031-41136,TEC-PH-5335,First Class,8/18/12
248,4,0,19.884,MX-2012-AC1042031-41136,TEC-AC-3397,First Class,8/18/12
249,5,0,4.462,MX-2015-TT2126539-42318,OFF-AR-5926,Standard Class,11/14/15
250,5,0,5.967,MX-2015-TT2126539-42318,OFF-BI-4807,Standard Class,11/14/15
251,3,0.4,3.545,MX-2013-PT1909082-41418,FUR-FU-3048,Standard Class,5/28/13
252,5,0.4,25.606,US-2014-SC208455-41669,FUR-BO-3647,Second Class,2/4/14
253,2,0.4,1.082,US-2014-SC208455-41669,OFF-LA-6063,Second Class,2/4/14
254,4,0.4,1.938,US-2014-SC208455-41669,OFF-LA-5400,Second Class,2/4/14
255,2,0,16.687,MX-2015-LW1699031-42273,OFF-ST-5693,First Class,9/28/15
256,6,0,8.018,MX-2013-LB1673582-41489,OFF-PA-4177,First Class,8/5/13
257,2,0.002,23.556,MX-2013-LB1673582-41489,TEC-CO-6005,First Class,8/5/13
258,7,0,2.505,MX-2013-RK1930018-41416,OFF-LA-6045,Standard Class,5/28/13
259,4,0.2,27.225,MX-2012-SZ2003582-41080,FUR-BO-3631,Second Class,6/22/12
260,2,0,5.309,MX-2012-SZ2003582-41080,TEC-AC-5880,Second Class,6/22/12
261,2,0,6.618,MX-2012-SZ2003582-41080,TEC-AC-5866,Second Class,6/22/12
262,3,0.2,14.31,MX-2013-AB1010582-41596,FUR-CH-4525,First Class,11/20/13
263,7,0,9.348,MX-2014-KF1628526-41824,OFF-PA-3993,Standard Class,7/8/14
264,5,0.4,16.966,US-2014-AH10585143-41943,TEC-PH-5846,Standard Class,11/4/14
265,1,0.2,13.297,US-2014-PO1885082-41863,FUR-TA-3440,Standard Class,8/16/14
266,2,0,1.263,MX-2013-EH1399051-41559,OFF-AR-6124,Second Class,10/17/13
267,3,0,5.384,MX-2013-EJ1372082-41628,OFF-EN-4445,Second Class,12/24/13
268,2,0,1.875,MX-2015-DJ1351018-42206,FUR-CH-5378,Standard Class,7/26/15
269,4,0,6.856,MX-2015-DJ1351018-42206,OFF-EN-3100,Standard Class,7/26/15
270,3,0,3.472,MX-2015-DJ1351018-42206,OFF-FA-6193,Standard Class,7/26/15
271,2,0.7,1.604,US-2015-KM167205-42096,OFF-BI-2917,Standard Class,4/9/15
272,2,0.4,2.97,US-2015-KM167205-42096,OFF-ST-6281,Standard Class,4/9/15
273,5,0,5.677,MX-2015-BB1154582-42329,OFF-FA-2951,Second Class,11/26/15
274,5,0.4,18.486,US-2015-MN1793555-42250,OFF-BI-4817,Second Class,9/7/15
275,2,0.4,4.888,US-2015-MN1793555-42250,OFF-SU-4973,Second Class,9/7/15
276,3,0.4,52.262,US-2012-VG2179054-41019,FUR-CH-4654,Standard Class,4/26/12
277,8,0,6.037,MX-2014-AG1076539-41887,OFF-ST-4252,Standard Class,9/12/14
278,4,0,5.575,MX-2014-AG1076539-41887,OFF-AR-6128,Standard Class,9/12/14
279,2,0,5.493,MX-2012-LS1697518-41188,OFF-AR-5919,Second Class,10/9/12
280,8,0,41.893,MX-2013-CL1189018-41459,TEC-PH-5839,Same Day,7/4/13
281,3,0.6,1.246,US-2015-KB1640518-42328,FUR-FU-3039,Standard Class,11/25/15
282,3,0,9.522,MX-2015-DH1367539-42260,FUR-CH-4628,Same Day,9/13/15
283,4,0,10.838,MX-2013-AP1091531-41604,OFF-SU-2993,Standard Class,11/30/13
284,6,0.6,2.861,US-2015-SB2029018-42111,OFF-ST-4252,Standard Class,4/22/15
285,2,0,5.361,MX-2014-DW1354082-41660,OFF-ST-6060,Second Class,1/25/14
286,3,0.2,29.282,MX-2014-DW1354082-41660,FUR-BO-5778,Second Class,1/25/14
287,3,0,37.049,MX-2014-DW1354082-41660,TEC-PH-3129,Second Class,1/25/14
288,4,0.2,105.029,MX-2014-DW1354082-41660,FUR-TA-3341,Second Class,1/25/14
289,2,0.7,18.728,US-2012-RP19390143-40937,FUR-TA-4645,Standard Class,2/3/12
290,2,0,2.371,MX-2014-PK1907539-41721,OFF-LA-6063,Second Class,3/25/14
291,3,0,9.453,MX-2014-PK1907539-41721,TEC-PH-3798,Second Class,3/25/14
292,5,0.4,5.024,MX-2014-MP179655-41740,TEC-PH-3798,Standard Class,4/16/14
293,4,0.2,116.237,MX-2014-DN1369018-41688,FUR-TA-4645,Standard Class,2/22/14
294,6,0,6.341,MX-2014-DL1333026-41884,OFF-PA-4176,Standard Class,9/7/14
295,4,0.002,177.044,MX-2013-LS1723082-41368,TEC-CO-3678,First Class,4/7/13
