Product_id,Product_name,Retail price,Manufacture cost,Sub_category_id
FUR-BO-3641,"Bush Library with Doors, Pine",243.78,238.92,5
FUR-BO-3642,"Bush Library with Doors, Traditional",242.88,179.74,5
FUR-BO-3643,Bush Mission Pointe Library,150.98,120.79,5
FUR-BO-3644,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",140.98,132.52,5
FUR-BO-3645,Bush Somerset Collection Bookcase,130.98,110.03,5
FUR-BO-3646,"Bush Stackable Bookrack, Mobile",82.34,46.94,5
FUR-BO-3647,"Bush Stackable Bookrack, Pine",83.24,56.62,5
FUR-BO-3648,"Bush Stackable Bookrack, Traditional",81.98,68.06,5
FUR-BO-3649,"Bush Westfield Collection Bookcases, Dark Cherry Finish",57.98,53.34,5
FUR-BO-3650,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",100.98,93.91,5
FUR-BO-3651,"Bush Westfield Collection Bookcases, Fully Assembled",100.98,77.76,5
FUR-BO-3652,"Bush Westfield Collection Bookcases, Medium Cherry Finish",57.98,45.22,5
FUR-BO-3885,"Dania 3-Shelf Cabinet, Metal",93.94,85.50,5
FUR-BO-3886,"Dania 3-Shelf Cabinet, Mobile",95.98,80.64,5
FUR-BO-3887,"Dania 3-Shelf Cabinet, Pine",95.20,80.92,5
FUR-BO-3888,"Dania 3-Shelf Cabinet, Traditional",94.30,87.70,5
FUR-BO-3889,"Dania Classic Bookcase, Metal",273.48,194.18,5
FUR-BO-3890,"Dania Classic Bookcase, Mobile",275.52,225.94,5
FUR-BO-3891,"Dania Classic Bookcase, Pine",274.74,173.10,5
FUR-BO-3892,"Dania Classic Bookcase, Traditional",273.84,139.66,5
FUR-BO-3893,"Dania Corner Shelving, Metal",81.02,56.72,5
FUR-BO-3894,"Dania Corner Shelving, Mobile",83.06,60.64,5
FUR-BO-3895,"Dania Corner Shelving, Pine",82.28,65.02,5
FUR-BO-3896,"Dania Corner Shelving, Traditional",81.38,67.56,5
FUR-BO-3897,"Dania Floating Shelf Set, Metal",112.54,66.40,5
FUR-BO-3898,"Dania Floating Shelf Set, Mobile",114.58,59.60,5
FUR-BO-3899,"Dania Floating Shelf Set, Pine",113.80,92.18,5
FUR-BO-3900,"Dania Floating Shelf Set, Traditional",112.90,111.78,5
FUR-BO-3901,"Dania Library with Doors, Metal",241.24,176.12,5
FUR-BO-3902,"Dania Library with Doors, Mobile",243.28,199.50,5
FUR-BO-3903,"Dania Library with Doors, Pine",242.50,121.26,5
FUR-BO-3904,"Dania Library with Doors, Traditional",241.60,212.62,5
FUR-BO-3905,"Dania Stackable Bookrack, Mobile",81.06,57.56,5
FUR-BO-3906,"Dania Stackable Bookrack, Pine",81.96,67.22,5
FUR-BO-3907,"Dania Stackable Bookrack, Traditional",80.70,61.34,5
FUR-BO-3978,DMI Eclipse Executive Suite Bookcases,500.98,405.79,5
FUR-BO-4391,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",430.98,405.12,5
FUR-BO-4621,Hon 4-Shelf Metal Bookcases,100.98,75.73,5
FUR-BO-4666,"Hon Metal Bookcases, Black",70.98,53.24,5
FUR-BO-4667,"Hon Metal Bookcases, Gray",70.98,51.82,5
FUR-BO-4668,"Hon Metal Bookcases, Putty",70.98,50.40,5
FUR-BO-4844,"Ikea 3-Shelf Cabinet, Metal",94.60,89.88,5
FUR-BO-4845,"Ikea 3-Shelf Cabinet, Mobile",96.64,69.60,5
FUR-BO-4846,"Ikea 3-Shelf Cabinet, Pine",95.86,85.32,5
FUR-BO-4847,"Ikea 3-Shelf Cabinet, Traditional",94.96,67.44,5
FUR-BO-4848,"Ikea Classic Bookcase, Metal",274.14,183.68,5
FUR-BO-4849,"Ikea Classic Bookcase, Mobile",276.18,215.44,5
FUR-BO-4850,"Ikea Classic Bookcase, Pine",275.40,214.82,5
FUR-BO-4851,"Ikea Classic Bookcase, Traditional",274.50,230.58,5
FUR-BO-4852,"Ikea Corner Shelving, Metal",81.68,75.16,5
FUR-BO-4853,"Ikea Corner Shelving, Mobile",83.72,47.74,5
FUR-BO-4854,"Ikea Corner Shelving, Pine",82.94,43.14,5
FUR-BO-4855,"Ikea Corner Shelving, Traditional",82.04,73.02,5
FUR-BO-4856,"Ikea Floating Shelf Set, Metal",113.20,96.22,5
FUR-BO-4857,"Ikea Floating Shelf Set, Mobile",115.24,66.84,5
FUR-BO-4858,"Ikea Floating Shelf Set, Pine",114.46,67.54,5
FUR-BO-4859,"Ikea Floating Shelf Set, Traditional",113.56,81.78,5
FUR-BO-4860,"Ikea Library with Doors, Metal",241.90,210.46,5
FUR-BO-4861,"Ikea Library with Doors, Mobile",243.94,195.16,5
FUR-BO-4862,"Ikea Library with Doors, Pine",243.16,228.58,5
FUR-BO-4863,"Ikea Library with Doors, Traditional",242.26,213.20,5
FUR-BO-4864,"Ikea Stackable Bookrack, Metal",81.36,77.30,5
FUR-BO-4865,"Ikea Stackable Bookrack, Mobile",83.40,56.72,5
FUR-BO-4866,"Ikea Stackable Bookrack, Pine",82.62,80.16,5
FUR-BO-4867,"Ikea Stackable Bookrack, Traditional",81.72,75.20,5
FUR-BO-5519,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,180.98,139.35,5
FUR-BO-5520,O'Sullivan 2-Shelf Heavy-Duty Bookcases,48.58,40.81,5
FUR-BO-5521,O'Sullivan 3-Shelf Heavy-Duty Bookcases,58.14,44.19,5
FUR-BO-5522,O'Sullivan 4-Shelf Bookcase in Odessa Pine,120.98,100.41,5
FUR-BO-5523,O'Sullivan 5-Shelf Heavy-Duty Bookcases,81.94,61.45,5
FUR-BO-5524,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,137.48,127.86,5
FUR-BO-5525,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,66.28,5
FUR-BO-5526,"O'Sullivan Elevations Bookcase, Cherry Finish",130.98,110.02,5
FUR-BO-5527,O'Sullivan Living Dimensions 2-Shelf Bookcases,120.98,108.88,5
FUR-BO-5528,O'Sullivan Living Dimensions 3-Shelf Bookcases,200.98,180.88,5
FUR-BO-5529,O'Sullivan Living Dimensions 5-Shelf Bookcases,220.98,198.88,5
FUR-BO-5530,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,180.98,161.08,5
FUR-BO-5531,O'Sullivan Plantations 2-Door Library in Landvery Oak,200.98,168.82,5
FUR-BO-5685,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",880.98,678.35,5
FUR-BO-5742,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",170.98,138.49,5
FUR-BO-5743,Rush Hierlooms Collection Rich Wood Bookcases,160.98,140.05,5
FUR-BO-5745,"Safco 3-Shelf Cabinet, Metal",112.20,103.24,5
FUR-BO-5746,"Safco 3-Shelf Cabinet, Mobile",114.24,67.42,5
FUR-BO-5747,"Safco 3-Shelf Cabinet, Pine",113.46,102.12,5
FUR-BO-5748,"Safco 3-Shelf Cabinet, Traditional",112.56,91.18,5
FUR-BO-5760,"Safco Classic Bookcase, Metal",291.74,245.08,5
FUR-BO-5761,"Safco Classic Bookcase, Mobile",293.78,279.10,5
FUR-BO-5762,"Safco Classic Bookcase, Pine",293.00,287.14,5
FUR-BO-5763,"Safco Classic Bookcase, Traditional",292.10,172.34,5
FUR-BO-5768,"Safco Corner Shelving, Metal",99.28,61.56,5
FUR-BO-5769,"Safco Corner Shelving, Mobile",101.32,86.14,5
FUR-BO-5770,"Safco Corner Shelving, Pine",100.54,82.46,5
FUR-BO-5771,"Safco Corner Shelving, Traditional",99.64,54.82,5
FUR-BO-5777,"Safco Floating Shelf Set, Metal",130.80,129.50,5
FUR-BO-5778,"Safco Floating Shelf Set, Mobile",132.84,69.08,5
FUR-BO-5779,"Safco Floating Shelf Set, Pine",132.06,129.42,5
FUR-BO-5780,"Safco Floating Shelf Set, Traditional",131.16,70.84,5
FUR-BO-5785,"Safco Library with Doors, Metal",389.25,323.10,5
FUR-BO-5786,"Safco Library with Doors, Mobile",261.54,151.70,5
FUR-BO-5787,"Safco Library with Doors, Pine",260.76,156.46,5
FUR-BO-5788,"Safco Library with Doors, Traditional",259.86,231.28,5
FUR-BO-5797,"Safco Stackable Bookrack, Mobile",99.32,73.50,5
FUR-BO-5798,"Safco Stackable Bookrack, Pine",100.22,59.14,5
FUR-BO-5799,"Safco Stackable Bookrack, Traditional",98.96,76.20,5
FUR-BO-5809,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",70.98,51.11,5
FUR-BO-5810,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",70.98,49.69,5
FUR-BO-5940,"Sauder 3-Shelf Cabinet, Metal",110.76,109.66,5
FUR-BO-5941,"Sauder 3-Shelf Cabinet, Mobile",112.80,91.38,5
FUR-BO-5942,"Sauder 3-Shelf Cabinet, Pine",112.02,110.90,5
FUR-BO-5943,"Sauder 3-Shelf Cabinet, Traditional",111.12,75.58,5
FUR-BO-5944,Sauder Barrister Bookcases,80.98,65.59,5
FUR-BO-5945,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",120.98,104.04,5
FUR-BO-5946,"Sauder Camden County Collection Libraries, Planked Cherry Finish",114.98,104.63,5
FUR-BO-5947,Sauder Camden County Collection Library,114.98,91.99,5
FUR-BO-5948,"Sauder Classic Bookcase, Metal",290.30,171.28,5
FUR-BO-5949,"Sauder Classic Bookcase, Mobile",292.34,245.58,5
FUR-BO-5950,"Sauder Classic Bookcase, Pine",291.56,154.54,5
FUR-BO-5951,"Sauder Classic Bookcase, Traditional",290.66,226.72,5
FUR-BO-5952,"Sauder Corner Shelving, Metal",97.84,79.26,5
FUR-BO-5953,"Sauder Corner Shelving, Mobile",99.88,62.94,5
FUR-BO-5954,"Sauder Corner Shelving, Pine",99.10,77.30,5
FUR-BO-5955,"Sauder Corner Shelving, Traditional",98.20,73.66,5
FUR-BO-5956,Sauder Cornerstone Collection Library,30.98,28.81,5
FUR-BO-5957,"Sauder Facets Collection Library, Sky Alder Finish",170.98,143.62,5
FUR-BO-5959,"Sauder Floating Shelf Set, Metal",129.36,72.46,5
FUR-BO-5960,"Sauder Floating Shelf Set, Mobile",131.40,101.18,5
FUR-BO-5961,"Sauder Floating Shelf Set, Pine",130.62,87.52,5
FUR-BO-5962,"Sauder Floating Shelf Set, Traditional",129.72,79.14,5
FUR-BO-5963,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",160.98,143.28,5
FUR-BO-5964,"Sauder Forest Hills Library, Woodland Oak Finish",140.98,129.70,5
FUR-BO-5965,Sauder Inglewood Library Bookcases,170.98,131.66,5
FUR-BO-5966,"Sauder Library with Doors, Metal",258.06,196.14,5
FUR-BO-5967,"Sauder Library with Doors, Mobile",260.10,197.68,5
FUR-BO-5968,"Sauder Library with Doors, Pine",259.32,191.90,5
FUR-BO-5969,"Sauder Library with Doors, Traditional",258.42,227.42,5
FUR-BO-5970,"Sauder Mission Library with Doors, Fruitwood Finish",130.98,106.10,5
FUR-BO-5971,"Sauder Stackable Bookrack, Mobile",97.88,74.40,5
FUR-BO-5972,"Sauder Stackable Bookrack, Pine",98.78,84.96,5
FUR-BO-5973,"Sauder Stackable Bookrack, Traditional",97.52,96.56,5
FUR-CH-3433,Bevis Steel Folding Chairs,95.95,69.08,6
FUR-CH-3977,DMI Arturo Collection Mission-style Design Wood Chair,150.98,111.72,6
FUR-CH-4393,"Global Airflow Leather Mesh Back Chair, Black",150.98,105.69,6
FUR-CH-4394,"Global Armless Task Chair, Royal Blue",60.98,50.61,6
FUR-CH-4395,Global Chrome Stack Chair,34.28,25.02,6
FUR-CH-4396,Global Comet Stacking Arm Chair,422.51,316.88,6
FUR-CH-4397,Global Comet Stacking Armless Chair,299.05,215.32,6
FUR-CH-4398,Global Commerce Series High-Back Swivel/Tilt Chairs,284.98,213.73,6
FUR-CH-4399,Global Commerce Series Low-Back Swivel/Tilt Chairs,256.98,182.46,6
FUR-CH-4400,Global Deluxe High-Back Manager's Chair,285.98,203.05,6
FUR-CH-4401,Global Deluxe High-Back Office Chair in Storm,135.99,123.75,6
FUR-CH-4402,Global Deluxe Office Fabric Chairs,95.98,70.06,6
FUR-CH-4403,"Global Deluxe Stacking Chair, Gray",50.98,36.20,6
FUR-CH-4404,Global Deluxe Steno Chair,76.98,68.51,6
FUR-CH-4405,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,270.98,249.31,6
FUR-CH-4406,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,258.98,181.28,6
FUR-CH-4407,Global Ergonomic Managers Chair,180.98,133.93,6
FUR-CH-4408,Global Executive Mid-Back Manager's Chair,290.98,215.33,6
FUR-CH-4409,"Global Fabric Manager's Chair, Dark Gray",100.98,75.74,6
FUR-CH-4410,"Global Geo Office Task Chair, Gray",80.98,76.93,6
FUR-CH-4411,Global Highback Leather Tilter in Burgundy,90.99,76.43,6
FUR-CH-4412,"Global High-Back Leather Tilter, Burgundy",122.99,109.46,6
FUR-CH-4413,Global Italian Leather Office Chair,130.98,95.62,6
FUR-CH-4414,"Global Leather & Oak Executive Chair, Burgundy",150.89,138.82,6
FUR-CH-4415,"Global Leather and Oak Executive Chair, Black",300.98,213.70,6
FUR-CH-4416,Global Leather Executive Chair,350.99,245.69,6
FUR-CH-4417,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",200.98,146.72,6
FUR-CH-4418,"Global Leather Task Chair, Black",89.99,72.89,6
FUR-CH-4419,Global Low Back Tilter Chair,100.98,94.92,6
FUR-CH-4420,"Global Manager's Adjustable Task Chair, Storm",150.98,107.20,6
FUR-CH-4421,"Global Push Button Manager's Chair, Indigo",60.89,43.23,6
FUR-CH-4422,"Global Stack Chair with Arms, Black",29.98,21.89,6
FUR-CH-4423,"Global Stack Chair without Arms, Black",25.98,19.49,6
FUR-CH-4424,Global Super Steno Chair,95.98,79.66,6
FUR-CH-4425,"Global Task Chair, Black",50.89,45.29,6
FUR-CH-4426,Global Troy Executive Leather Low-Back Tilter,500.98,375.74,6
FUR-CH-4427,"Global Value Mid-Back Manager's Chair, Gray",60.89,45.67,6
FUR-CH-4428,"Global Value Steno Chair, Gray",60.74,45.55,6
FUR-CH-4429,"Global Wood Trimmed Manager's Task Chair, Khaki",90.98,79.15,6
FUR-CH-4489,GuestStacker Chair with Chrome Finish Legs,371.76,267.67,6
FUR-CH-4517,Harbour Creations 67200 Series Stacking Chairs,71.18,51.96,6
FUR-CH-4518,"Harbour Creations Bag Chairs, Adjustable",42.74,25.22,6
FUR-CH-4519,"Harbour Creations Bag Chairs, Black",39.46,31.58,6
FUR-CH-4520,"Harbour Creations Bag Chairs, Red",41.08,30.00,6
FUR-CH-4521,"Harbour Creations Bag Chairs, Set of Two",42.58,26.40,6
FUR-CH-4522,"Harbour Creations Chairmat, Adjustable",49.66,38.24,6
FUR-CH-4523,"Harbour Creations Chairmat, Black",46.38,38.50,6
FUR-CH-4524,"Harbour Creations Chairmat, Red",48.00,46.08,6
FUR-CH-4525,"Harbour Creations Chairmat, Set of Two",49.50,34.66,6
FUR-CH-4530,"Harbour Creations Executive Leather Armchair, Adjustable",317.40,228.54,6
FUR-CH-4531,"Harbour Creations Executive Leather Armchair, Black",315.74,236.82,6
FUR-CH-4532,"Harbour Creations Executive Leather Armchair, Red",317.24,171.32,6
FUR-CH-4544,"Harbour Creations Rocking Chair, Adjustable",99.72,63.84,6
FUR-CH-4545,"Harbour Creations Rocking Chair, Black",96.44,69.44,6
FUR-CH-4546,"Harbour Creations Rocking Chair, Red",98.06,91.20,6
FUR-CH-4547,"Harbour Creations Rocking Chair, Set of Two",99.56,77.66,6
FUR-CH-4556,Harbour Creations Steel Folding Chair,86.25,60.38,6
FUR-CH-4557,"Harbour Creations Steel Folding Chair, Adjustable",66.92,64.26,6
FUR-CH-4558,"Harbour Creations Steel Folding Chair, Black",63.64,60.46,6
FUR-CH-4559,"Harbour Creations Steel Folding Chair, Red",65.26,62.00,6
FUR-CH-4560,"Harbour Creations Steel Folding Chair, Set of Two",66.76,35.40,6
FUR-CH-4561,"Harbour Creations Swivel Stool, Adjustable",121.74,70.62,6
FUR-CH-4562,"Harbour Creations Swivel Stool, Black",118.46,111.36,6
FUR-CH-4563,"Harbour Creations Swivel Stool, Red",120.08,85.26,6
FUR-CH-4564,"Harbour Creations Swivel Stool, Set of Two",121.58,105.78,6
FUR-CH-4602,High-Back Leather Manager's Chair,129.99,118.29,6
FUR-CH-4613,Hon 2090 ìPillow Softî Series Mid Back Swivel/Tilt Chairs,280.98,261.31,6
FUR-CH-4618,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,291.73,207.13,6
FUR-CH-4619,Hon 4070 Series Pagoda Round Back Stacking Chairs,320.98,231.11,6
FUR-CH-4620,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,355.98,281.22,6
FUR-CH-4623,HON 5400 Series Task Chairs for Big and Tall,700.98,560.79,6
FUR-CH-4626,"Hon Bag Chairs, Adjustable",31.76,24.46,6
FUR-CH-4627,"Hon Bag Chairs, Black",28.48,21.36,6
FUR-CH-4628,"Hon Bag Chairs, Red",30.10,28.90,6
FUR-CH-4629,"Hon Bag Chairs, Set of Two",31.60,22.44,6
FUR-CH-4630,"Hon Chairmat, Adjustable",38.68,29.80,6
FUR-CH-4631,"Hon Chairmat, Black",35.40,30.80,6
FUR-CH-4632,"Hon Chairmat, Red",37.02,28.88,6
FUR-CH-4633,"Hon Chairmat, Set of Two",38.53,21.20,6
FUR-CH-4641,Hon Comfortask Task/Swivel Chairs,113.98,95.74,6
FUR-CH-4649,Hon Deluxe Fabric Upholstered Stacking Chairs,243.98,175.66,6
FUR-CH-4650,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",243.98,170.79,6
FUR-CH-4651,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",243.98,170.79,6
FUR-CH-4652,Hon Every-Day Chair Series Swivel Task Chairs,120.98,95.57,6
FUR-CH-4653,Hon Every-Day Series Multi-Task Chairs,187.98,150.38,6
FUR-CH-4654,"Hon Executive Leather Armchair, Adjustable",306.42,217.56,6
FUR-CH-4655,"Hon Executive Leather Armchair, Black",304.76,204.20,6
FUR-CH-4656,"Hon Executive Leather Armchair, Red",306.26,202.14,6
FUR-CH-4661,Hon GuestStacker Chair,226.67,167.74,6
FUR-CH-4669,Hon Mobius Operator's Chair,122.99,95.93,6
FUR-CH-4670,Hon Multipurpose Stacking Arm Chairs,216.60,160.29,6
FUR-CH-4672,Hon Olson Stacker Chairs,264.78,188.00,6
FUR-CH-4673,Hon Olson Stacker Stools,140.81,101.38,6
FUR-CH-4674,Hon Pagoda Stacking Chairs,320.98,224.69,6
FUR-CH-4681,"Hon Rocking Chair, Adjustable",88.74,86.98,6
FUR-CH-4682,"Hon Rocking Chair, Black",85.46,44.44,6
FUR-CH-4683,"Hon Rocking Chair, Red",87.08,81.00,6
FUR-CH-4684,"Hon Rocking Chair, Set of Two",88.58,72.64,6
FUR-CH-4697,"Hon Steel Folding Chair, Adjustable",55.94,45.32,6
FUR-CH-4698,"Hon Steel Folding Chair, Black",52.66,40.04,6
FUR-CH-4699,"Hon Steel Folding Chair, Red",54.28,43.44,6
FUR-CH-4700,"Hon Steel Folding Chair, Set of Two",55.78,41.28,6
FUR-CH-4701,"Hon Swivel Stool, Adjustable",110.76,78.64,6
FUR-CH-4702,"Hon Swivel Stool, Black",107.48,78.48,6
FUR-CH-4703,"Hon Swivel Stool, Red",109.10,94.92,6
FUR-CH-4704,"Hon Swivel Stool, Set of Two",110.60,80.74,6
FUR-CH-4709,Hon Valutask Swivel Chairs,100.98,84.83,6
FUR-CH-4840,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",58.22,43.08,6
FUR-CH-5048,"Leather Task Chair, Black",90.98,72.79,6
FUR-CH-5090,"Lifetime Advantage Folding Chairs, 4/Carton",218.08,157.02,6
FUR-CH-5230,"Metal Folding Chairs, Beige, 4/Carton",33.94,24.78,6
FUR-CH-5366,"Novimex Bag Chairs, Adjustable",32.30,26.82,6
FUR-CH-5367,"Novimex Bag Chairs, Black",29.02,16.26,6
FUR-CH-5368,"Novimex Bag Chairs, Red",30.64,27.58,6
FUR-CH-5369,"Novimex Bag Chairs, Set of Two",32.14,27.98,6
FUR-CH-5370,"Novimex Chairmat, Adjustable",39.22,34.92,6
FUR-CH-5371,"Novimex Chairmat, Black",35.94,33.80,6
FUR-CH-5372,"Novimex Chairmat, Red",37.56,32.32,6
FUR-CH-5373,"Novimex Chairmat, Set of Two",39.06,21.10,6
FUR-CH-5378,"Novimex Executive Leather Armchair, Adjustable",303.68,236.88,6
FUR-CH-5379,"Novimex Executive Leather Armchair, Black",305.30,186.24,6
FUR-CH-5380,"Novimex Executive Leather Armchair, Red",306.80,174.88,6
FUR-CH-5381,Novimex Fabric Task Chair,60.98,51.83,6
FUR-CH-5386,Novimex High-Tech Fabric Mesh Task Chair,70.98,66.01,6
FUR-CH-5394,"Novimex Rocking Chair, Adjustable",89.28,80.36,6
FUR-CH-5395,"Novimex Rocking Chair, Black",86.00,56.76,6
FUR-CH-5396,"Novimex Rocking Chair, Red",87.62,70.98,6
FUR-CH-5397,"Novimex Rocking Chair, Set of Two",89.12,57.04,6
FUR-CH-5406,"Novimex Steel Folding Chair, Adjustable",56.48,55.92,6
FUR-CH-5407,"Novimex Steel Folding Chair, Black",53.20,29.26,6
FUR-CH-5408,"Novimex Steel Folding Chair, Red",54.82,54.82,6
FUR-CH-5409,"Novimex Steel Folding Chair, Set of Two",56.32,42.82,6
FUR-CH-5410,Novimex Swivel Fabric Task Chair,150.98,134.37,6
FUR-CH-5411,"Novimex Swivel Stool, Adjustable",111.30,111.30,6
FUR-CH-5412,"Novimex Swivel Stool, Black",108.02,97.22,6
FUR-CH-5413,"Novimex Swivel Stool, Red",109.64,70.18,6
FUR-CH-5414,"Novimex Swivel Stool, Set of Two",111.14,70.02,6
FUR-CH-5415,Novimex Turbo Task Chair,70.98,62.46,6
FUR-CH-5423,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,140.98,111.37,6
FUR-CH-5424,Office Star - Contemporary Task Swivel Chair,110.98,84.34,6
FUR-CH-5425,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",130.98,121.81,6
FUR-CH-5426,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",130.98,119.19,6
FUR-CH-5427,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,180.98,152.03,6
FUR-CH-5428,Office Star - Ergonomically Designed Knee Chair,80.98,71.26,6
FUR-CH-5429,Office Star - Mesh Screen back chair with Vinyl seat,130.98,116.57,6
FUR-CH-5430,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,160.98,123.95,6
FUR-CH-5431,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,266.75,6
FUR-CH-5432,Office Star - Task Chair with Contemporary Loop Arms,90.98,69.15,6
FUR-CH-5433,"Office Star Bag Chairs, Adjustable",38.62,22.80,6
FUR-CH-5434,"Office Star Bag Chairs, Black",35.34,33.22,6
FUR-CH-5435,"Office Star Bag Chairs, Red",36.96,27.72,6
FUR-CH-5436,"Office Star Bag Chairs, Set of Two",38.46,31.94,6
FUR-CH-5437,"Office Star Chairmat, Adjustable",45.54,35.08,6
FUR-CH-5438,"Office Star Chairmat, Black",42.27,21.14,6
FUR-CH-5439,"Office Star Chairmat, Red",43.88,38.18,6
FUR-CH-5440,"Office Star Chairmat, Set of Two",45.38,26.34,6
FUR-CH-5441,"Office Star Executive Leather Armchair, Adjustable",313.28,231.84,6
FUR-CH-5442,"Office Star Executive Leather Armchair, Black",311.62,277.36,6
FUR-CH-5443,"Office Star Executive Leather Armchair, Red",313.12,288.08,6
FUR-CH-5444,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,100.89,76.68,6
FUR-CH-5445,Office Star Flex Back Scooter Chair with White Frame,110.98,95.44,6
FUR-CH-5446,"Office Star Rocking Chair, Adjustable",95.60,76.48,6
FUR-CH-5447,"Office Star Rocking Chair, Black",92.32,67.40,6
FUR-CH-5448,"Office Star Rocking Chair, Red",93.94,54.50,6
FUR-CH-5449,"Office Star Rocking Chair, Set of Two",95.44,73.50,6
FUR-CH-5450,"Office Star Steel Folding Chair, Adjustable",62.80,50.24,6
FUR-CH-5451,"Office Star Steel Folding Chair, Black",59.52,32.16,6
FUR-CH-5452,"Office Star Steel Folding Chair, Red",61.14,54.42,6
FUR-CH-5453,"Office Star Steel Folding Chair, Set of Two",62.64,53.88,6
FUR-CH-5454,"Office Star Swivel Stool, Adjustable",117.62,92.92,6
FUR-CH-5455,"Office Star Swivel Stool, Black",114.34,107.48,6
FUR-CH-5456,"Office Star Swivel Stool, Red",115.96,83.50,6
FUR-CH-5457,"Office Star Swivel Stool, Set of Two",117.46,103.38,6
FUR-CH-5536,"Padded Folding Chairs, Black, 4/Carton",80.98,58.31,6
FUR-CH-5749,SAFCO Arco Folding Chair,276.20,196.10,6
FUR-CH-5750,"SAFCO Bag Chairs, Adjustable",34.62,20.78,6
FUR-CH-5751,"SAFCO Bag Chairs, Black",31.34,27.28,6
FUR-CH-5752,"SAFCO Bag Chairs, Red",32.96,26.38,6
FUR-CH-5753,"SAFCO Bag Chairs, Set of Two",34.46,17.58,6
