Row ID,Order ID,Ship Date,Ship Mode,Product ID,Quantity,Discount,Shipping Cost
103,US-2014-TB2140082-41947,41953,Standard Class,FUR-CH-5452,5,0.2,27.264
104,US-2014-TB2140082-41947,41953,Standard Class,OFF-AR-5926,2,0,2.128
105,MX-2014-PB1915082-41973,41975,Second Class,OFF-EN-4908,1,0,1.627
106,MX-2013-MD1735082-41557,41563,Standard Class,FUR-CH-4632,9,0.2,29.587
107,US-2012-HD1478536-41178,41183,Standard Class,OFF-PA-4464,3,0.2,5.989
108,US-2015-TT212655-42163,42167,Second Class,OFF-AR-6121,4,0.4,2.223
109,US-2015-TT212655-42163,42167,Second Class,OFF-PA-4474,1,0.4,1.71
110,MX-2014-RS1942082-41886,41886,Same Day,TEC-AC-5881,2,0,12.209
111,MX-2015-SC2068082-42231,42238,Standard Class,TEC-PH-3143,5,0,55.555
112,MX-2013-EM1420051-41586,41590,Standard Class,OFF-SU-4314,5,0,4.027
113,US-2014-SW202755-41898,41903,Second Class,OFF-PA-4168,7,0.4,5.729
114,US-2014-SW202755-41898,41903,Second Class,OFF-PA-5891,9,0.4,6.273
115,US-2014-SW202755-41898,41903,Second Class,OFF-ST-6262,5,0.4,28.996
116,MX-2015-TS2108536-42059,42065,Standard Class,OFF-FA-6203,5,0.2,1.61
117,MX-2015-SS2041018-42336,42340,Second Class,TEC-PH-3817,5,0,78.476
118,MX-2014-AG1033028-41865,41869,Second Class,OFF-AP-4963,3,0,166.26
119,MX-2014-AG1033028-41865,41869,Second Class,OFF-EN-4915,7,0,23.336
120,MX-2014-AG1033028-41865,41869,Second Class,OFF-FA-2954,3,0,1.289
121,US-2013-NP1868555-41347,41351,Standard Class,OFF-EN-3664,5,0.4,7.315
122,US-2013-PO19195143-41352,41356,Standard Class,OFF-AR-6127,4,0.4,6.416
123,US-2012-PB1915054-41271,41275,Standard Class,FUR-BO-3899,4,0.4,16.47
124,US-2012-PB1915054-41271,41275,Standard Class,TEC-MA-5573,2,0.7,11.695
125,MX-2015-JL1513018-42159,42161,First Class,FUR-CH-5367,5,0,28.481
126,MX-2015-JL1513018-42159,42161,First Class,TEC-CO-3703,2,0.002,32.388
127,MX-2015-JL1513018-42159,42161,First Class,OFF-EN-4443,8,0,30.212
128,MX-2015-JL1513018-42159,42161,First Class,FUR-CH-5446,2,0,6.467
129,MX-2015-JL1513018-42159,42161,First Class,OFF-AR-3526,3,0,10.823
130,MX-2012-BT1130531-40912,40919,Standard Class,OFF-EN-4912,6,0,16.394
131,MX-2015-DR1288082-42363,42369,Standard Class,OFF-PA-4477,3,0,4.391
132,US-2014-LP1708082-41957,41962,Standard Class,FUR-BO-3904,5,0.2,72.519
133,US-2015-TT2146036-42276,42281,Standard Class,OFF-FA-6208,2,0.2,1.886
134,US-2015-TT2146036-42276,42281,Standard Class,OFF-BI-4830,1,0.2,1.178
135,MX-2015-FW143955-42306,42311,Standard Class,OFF-LA-4688,5,0.4,1.105
136,MX-2015-FW143955-42306,42311,Standard Class,OFF-AP-4958,3,0.4,30.005
137,MX-2015-FW143955-42306,42311,Standard Class,OFF-BI-6371,1,0.7,1.403
138,US-2013-BM1114098-41343,41345,First Class,OFF-AR-3545,7,0.4,14.127
139,MX-2012-SC2002082-41051,41056,Standard Class,TEC-MA-5499,4,0,8.222
140,MX-2014-MO1750018-41927,41931,Standard Class,TEC-MA-5542,3,0,26.997
141,MX-2014-MO1750018-41927,41931,Standard Class,OFF-BI-6379,3,0,2.192
142,MX-2013-KD1661582-41400,41404,Standard Class,TEC-CO-3588,2,0.002,22.535
143,MX-2013-KD1661582-41400,41404,Standard Class,OFF-LA-3297,3,0,1.285
144,MX-2013-KD1661582-41400,41404,Standard Class,OFF-EN-5039,4,0,5.457
145,MX-2012-EM1381036-41067,41071,Standard Class,TEC-AC-4164,3,0.2,7.14
146,MX-2012-EM1381036-41067,41071,Standard Class,OFF-FA-3020,2,0.2,1.51
147,US-2013-BH1171055-41476,41480,Second Class,OFF-ST-4260,4,0.4,25.065
148,US-2013-BH1171055-41476,41480,Second Class,OFF-LA-4659,2,0.4,1.815
149,US-2013-BH1171055-41476,41480,Second Class,TEC-CO-4568,4,0.402,29.385
150,US-2013-BH1171055-41476,41480,Second Class,TEC-AC-5132,3,0.4,2.379
151,MX-2014-BE1133531-41931,41935,Standard Class,FUR-CH-4559,3,0,17.895
152,MX-2014-BE1133531-41931,41935,Standard Class,OFF-BI-3293,5,0,2.012
153,MX-2014-BE1133531-41931,41935,Standard Class,FUR-CH-5433,5,0,2.876
154,US-2013-LW1699036-41461,41468,Standard Class,OFF-BI-6383,3,0.2,8.699
155,MX-2012-HE1480018-41103,41109,Standard Class,OFF-SU-2993,3,0,7.875
156,MX-2013-LS1723093-41586,41592,Standard Class,FUR-FU-3949,5,0,5.01
157,MX-2013-LS1723093-41586,41592,Standard Class,OFF-PA-4461,3,0,9.517
158,MX-2013-ST2053082-41581,41581,Same Day,OFF-PA-6606,2,0,5.055
159,MX-2013-ST2053082-41581,41581,Same Day,OFF-BI-6405,3,0,2.39
160,MX-2015-GP1474031-42356,42358,Second Class,OFF-AR-5902,5,0,24.441
161,MX-2015-GP1474031-42356,42358,Second Class,OFF-EN-3667,6,0,31.558
162,MX-2013-TC2153531-41466,41466,Same Day,OFF-ST-6282,7,0,75.07
163,MX-2013-TC2153531-41466,41466,Same Day,OFF-AR-3477,6,0,79.432
164,US-2015-TZ21580143-42209,42214,Standard Class,OFF-AP-3572,3,0.4,30.049
165,MX-2013-AR1034582-41601,41603,First Class,FUR-BO-5786,4,0.2,239.217
166,MX-2013-SL2015539-41486,41491,Second Class,FUR-CH-4559,5,0,26.909
167,MX-2013-SL2015539-41486,41491,Second Class,FUR-CH-5801,5,0,17.623
168,MX-2014-DJ1363036-41963,41966,Second Class,FUR-CH-4633,1,0.2,2.872
169,US-2014-YS218805-41999,42001,Second Class,OFF-PA-6620,1,0.4,3.155
170,MX-2014-BW1120082-41979,41985,Standard Class,FUR-CH-4655,3,0.2,54.037
171,MX-2012-EB1417093-41110,41115,Standard Class,FUR-BO-4864,8,0,49.413
172,MX-2014-MO1750082-41720,41726,Standard Class,OFF-BI-2917,2,0,1.42
173,MX-2014-MO1750082-41720,41726,Standard Class,TEC-CO-4780,4,0.002,44.541
174,MX-2014-MO1750082-41720,41726,Standard Class,OFF-AP-4490,1,0,3.414
175,MX-2014-MO1750082-41720,41726,Standard Class,TEC-AC-3381,2,0,2.994
176,MX-2014-JS1568539-41961,41966,Standard Class,OFF-BI-3726,5,0,18.483
177,MX-2014-JS1568539-41961,41966,Standard Class,OFF-EN-3092,2,0,1.907
178,MX-2014-JS1568539-41961,41966,Standard Class,OFF-PA-4468,6,0,11.432
179,MX-2014-TB2117531-41814,41816,Second Class,FUR-BO-5799,5,0,28.907
180,MX-2014-TB2117531-41814,41816,Second Class,OFF-AP-3864,6,0,115.526
181,MX-2014-TB2117531-41814,41816,Second Class,TEC-AC-3398,10,0,32.328
182,MX-2014-TB2117531-41814,41816,Second Class,FUR-BO-5960,3,0,37.296
183,MX-2014-TB2117531-41814,41816,Second Class,OFF-ST-6025,2,0,1.162
184,US-2013-VW2177554-41590,41590,Same Day,OFF-PA-3990,5,0.4,9.518
185,MX-2015-HF1499536-42293,42296,Second Class,TEC-PH-5830,4,0.2,4.893
186,MX-2014-CR1273028-41993,41995,First Class,OFF-EN-4916,3,0,12.458
187,MX-2014-CR1273028-41993,41995,First Class,FUR-CH-4564,1,0,2.52
188,MX-2014-CR1273028-41993,41995,First Class,TEC-CO-6008,2,0.002,21.107
189,MX-2014-CR1273028-41993,41995,First Class,FUR-TA-3420,3,0.2,283.928
190,MX-2014-CR1273028-41993,41995,First Class,FUR-TA-4648,2,0.2,77.857
191,MX-2014-CR1273028-41993,41995,First Class,TEC-PH-5249,3,0,70.849
192,MX-2014-CR1273028-41993,41995,First Class,TEC-AC-5196,1,0,3.714
193,MX-2015-CM1244582-42327,42332,Standard Class,OFF-EN-3108,5,0,1.855
194,MX-2013-BT1148528-41319,41325,Standard Class,OFF-EN-3099,4,0,16.642
195,US-2013-ML1804098-41479,41481,First Class,OFF-LA-3262,1,0.4,2.043
196,MX-2015-RW1963082-42187,42192,Second Class,FUR-CH-4700,2,0.2,12.848
197,US-2012-TB2135598-41241,41245,Standard Class,OFF-LA-4542,2,0.4,1.858
198,US-2012-TB2135598-41241,41245,Standard Class,OFF-EN-3090,14,0.4,14.24
199,US-2014-RS1987036-41958,41962,Second Class,OFF-LA-4678,3,0.2,1.691
200,US-2014-RS1987036-41958,41962,Second Class,OFF-SU-4126,9,0.2,4.882
201,US-2014-RS1987036-41958,41962,Second Class,OFF-FA-5481,2,0.2,1.835
202,US-2014-RS1987036-41958,41962,Second Class,OFF-EN-5028,5,0.2,1.887
203,MX-2015-CS1249082-42286,42293,Standard Class,OFF-ST-4057,3,0,26.588
204,MX-2015-FP1432082-42340,42344,Standard Class,OFF-PA-4159,9,0,8.368
205,MX-2014-EB14170143-41901,41906,Standard Class,FUR-CH-4560,2,0.4,3.147
206,MX-2014-EB14170143-41901,41906,Standard Class,OFF-ST-6247,2,0.4,13.208
207,MX-2014-EB14170143-41901,41906,Standard Class,OFF-AR-3498,5,0.4,3.326
208,US-2015-MW182205-42095,42095,Same Day,FUR-CH-5406,2,0.4,8.765
209,US-2015-MW182205-42095,42095,Same Day,OFF-BI-4816,6,0.7,12.792
210,US-2015-MW182205-42095,42095,Same Day,OFF-EN-5040,2,0.4,6.738
211,US-2015-MW182205-42095,42095,Same Day,OFF-BI-3293,2,0.7,1.349
212,US-2015-MW182205-42095,42095,Same Day,OFF-FA-6201,2,0.4,2.47
213,US-2015-MW182205-42095,42095,Same Day,OFF-EN-3098,11,0.4,42.666
214,US-2012-CS1195036-41075,41079,Standard Class,FUR-CH-5775,3,0.2,14.598
215,MX-2015-DO1343518-42305,42309,Standard Class,OFF-BI-4823,2,0,1.822
216,US-2012-RR1952536-41270,41272,Second Class,TEC-PH-5251,2,0.2,12.498
217,US-2012-RR1952536-41270,41272,Second Class,FUR-CH-5436,9,0.2,44.9
218,US-2012-RR1952536-41270,41272,Second Class,TEC-AC-4151,5,0.2,35.125
219,US-2012-RR1952536-41270,41272,Second Class,TEC-PH-3150,8,0.2,103.124
220,US-2012-RR1952536-41270,41272,Second Class,TEC-PH-5841,5,0.2,704.056
221,MX-2013-MH1762082-41612,41615,Second Class,OFF-ST-6284,4,0,11.422
222,MX-2013-MH1762082-41612,41615,Second Class,OFF-AP-4733,4,0,77.98
223,MX-2013-MH1762082-41612,41615,Second Class,OFF-LA-5403,3,0,1.528
224,MX-2013-MH1762082-41612,41615,Second Class,OFF-AP-4506,2,0,104.495
225,MX-2013-MH1762082-41612,41615,Second Class,OFF-ST-4261,7,0,6.315
226,MX-2013-MH1762082-41612,41615,Second Class,TEC-CO-3587,3,0.002,31.416
227,MX-2012-AG1030082-41250,41254,Standard Class,FUR-CH-5446,9,0.2,44.499
228,MX-2015-BM1114039-42361,42368,Standard Class,OFF-EN-4920,5,0,8.429
229,MX-2015-CL1270093-42284,42286,First Class,FUR-BO-5778,3,0,35.208
230,MX-2015-RK1930082-42206,42208,Second Class,OFF-PA-4170,2,0,7.823
231,MX-2015-RK1930082-42206,42208,Second Class,OFF-AR-6128,2,0,16.336
232,MX-2015-RK1930082-42206,42208,Second Class,FUR-CH-4655,5,0.2,185.44
233,MX-2015-RK1930082-42206,42208,Second Class,TEC-CO-4568,1,0.002,39.431
234,MX-2015-RK1930082-42206,42208,Second Class,FUR-CH-5449,3,0.2,88.448
235,MX-2014-MG1814539-41787,41787,Same Day,OFF-BI-3712,6,0,28.92
236,MX-2014-MG1814539-41787,41787,Same Day,FUR-FU-5739,3,0,17.719
237,MX-2015-KD1649593-42131,42135,Second Class,FUR-BO-3624,2,0,31.647
238,MX-2013-LS1724582-41531,41536,Standard Class,OFF-AP-4964,6,0,138.706
239,MX-2014-AS1009082-41732,41735,Second Class,FUR-BO-3891,5,0.2,66.627
240,MX-2014-AS1009082-41732,41735,Second Class,OFF-BI-6370,3,0,3.067
241,MX-2012-AH1019531-40965,40969,Standard Class,TEC-PH-5830,4,0,9.279
242,MX-2012-AH1019531-40965,40969,Standard Class,TEC-AC-5217,3,0,3.675
243,MX-2012-AH1019531-40965,40969,Standard Class,FUR-CH-4563,3,0,27.399
244,MX-2012-AH1019531-40965,40969,Standard Class,OFF-SU-3003,2,0,4.857
245,MX-2015-GB1453039-42075,42081,Standard Class,OFF-LA-4688,5,0,1.743
246,MX-2015-GB1453039-42075,42081,Standard Class,OFF-SU-6168,4,0,2.803
247,MX-2012-AC1042031-41136,41139,First Class,TEC-PH-5335,2,0,38.427
248,MX-2012-AC1042031-41136,41139,First Class,TEC-AC-3397,4,0,19.884
249,MX-2015-TT2126539-42318,42322,Standard Class,OFF-AR-5926,5,0,4.462
250,MX-2015-TT2126539-42318,42322,Standard Class,OFF-BI-4807,5,0,5.967
251,MX-2013-PT1909082-41418,41422,Standard Class,FUR-FU-3048,3,0.4,3.545
252,US-2014-SC208455-41669,41674,Second Class,FUR-BO-3647,5,0.4,25.606
253,US-2014-SC208455-41669,41674,Second Class,OFF-LA-6063,2,0.4,1.082
254,US-2014-SC208455-41669,41674,Second Class,OFF-LA-5400,4,0.4,1.938
255,MX-2015-LW1699031-42273,42275,First Class,OFF-ST-5693,2,0,16.687
256,MX-2013-LB1673582-41489,41491,First Class,OFF-PA-4177,6,0,8.018
257,MX-2013-LB1673582-41489,41491,First Class,TEC-CO-6005,2,0.002,23.556
258,MX-2013-RK1930018-41416,41422,Standard Class,OFF-LA-6045,7,0,2.505
259,MX-2012-SZ2003582-41080,41082,Second Class,FUR-BO-3631,4,0.2,27.225
260,MX-2012-SZ2003582-41080,41082,Second Class,TEC-AC-5880,2,0,5.309
261,MX-2012-SZ2003582-41080,41082,Second Class,TEC-AC-5866,2,0,6.618
262,MX-2013-AB1010582-41596,41598,First Class,FUR-CH-4525,3,0.2,14.31
263,MX-2014-KF1628526-41824,41828,Standard Class,OFF-PA-3993,7,0,9.348
264,US-2014-AH10585143-41943,41947,Standard Class,TEC-PH-5846,5,0.4,16.966
265,US-2014-PO1885082-41863,41867,Standard Class,FUR-TA-3440,1,0.2,13.297
266,MX-2013-EH1399051-41559,41564,Second Class,OFF-AR-6124,2,0,1.263
267,MX-2013-EJ1372082-41628,41632,Second Class,OFF-EN-4445,3,0,5.384
268,MX-2015-DJ1351018-42206,42211,Standard Class,FUR-CH-5378,2,0,1.875
269,MX-2015-DJ1351018-42206,42211,Standard Class,OFF-EN-3100,4,0,6.856
270,MX-2015-DJ1351018-42206,42211,Standard Class,OFF-FA-6193,3,0,3.472
271,US-2015-KM167205-42096,42103,Standard Class,OFF-BI-2917,2,0.7,1.604
272,US-2015-KM167205-42096,42103,Standard Class,OFF-ST-6281,2,0.4,2.97
273,MX-2015-BB1154582-42329,42334,Second Class,OFF-FA-2951,5,0,5.677
274,US-2015-MN1793555-42250,42254,Second Class,OFF-BI-4817,5,0.4,18.486
275,US-2015-MN1793555-42250,42254,Second Class,OFF-SU-4973,2,0.4,4.888
276,US-2012-VG2179054-41019,41025,Standard Class,FUR-CH-4654,3,0.4,52.262
277,MX-2014-AG1076539-41887,41894,Standard Class,OFF-ST-4252,8,0,6.037
278,MX-2014-AG1076539-41887,41894,Standard Class,OFF-AR-6128,4,0,5.575
279,MX-2012-LS1697518-41188,41191,Second Class,OFF-AR-5919,2,0,5.493
280,MX-2013-CL1189018-41459,41459,Same Day,TEC-PH-5839,8,0,41.893
281,US-2015-KB1640518-42328,42333,Standard Class,FUR-FU-3039,3,0.6,1.246
282,MX-2015-DH1367539-42260,42260,Same Day,FUR-CH-4628,3,0,9.522
283,MX-2013-AP1091531-41604,41608,Standard Class,OFF-SU-2993,4,0,10.838
284,US-2015-SB2029018-42111,42116,Standard Class,OFF-ST-4252,6,0.6,2.861
285,MX-2014-DW1354082-41660,41664,Second Class,OFF-ST-6060,2,0,5.361
286,MX-2014-DW1354082-41660,41664,Second Class,FUR-BO-5778,3,0.2,29.282
287,MX-2014-DW1354082-41660,41664,Second Class,TEC-PH-3129,3,0,37.049
288,MX-2014-DW1354082-41660,41664,Second Class,FUR-TA-3341,4,0.2,105.029
289,US-2012-RP19390143-40937,40942,Standard Class,FUR-TA-4645,2,0.7,18.728
290,MX-2014-PK1907539-41721,41723,Second Class,OFF-LA-6063,2,0,2.371
291,MX-2014-PK1907539-41721,41723,Second Class,TEC-PH-3798,3,0,9.453
292,MX-2014-MP179655-41740,41745,Standard Class,TEC-PH-3798,5,0.4,5.024
293,MX-2014-DN1369018-41688,41692,Standard Class,FUR-TA-4645,4,0.2,116.237
294,MX-2014-DL1333026-41884,41889,Standard Class,OFF-PA-4176,6,0,6.341
295,MX-2013-LS1723082-41368,41371,First Class,TEC-CO-3678,4,0.002,177.044
296,MX-2013-LS1723082-41368,41371,First Class,OFF-LA-4694,3,0,1.654
297,MX-2013-LS1723082-41368,41371,First Class,OFF-EN-4926,1,0,1.734
298,MX-2013-RB1979531-41314,41318,Standard Class,FUR-CH-4520,3,0,11.524
299,MX-2014-BS113805-41947,41951,Standard Class,FUR-BO-4854,2,0.4,8.913
300,US-2014-JR1570055-41983,41983,Same Day,TEC-AC-5121,10,0.4,69.991
301,US-2013-DR1288018-41578,41583,Standard Class,OFF-FA-6204,8,0.6,1.062
302,US-2013-DR1288018-41578,41583,Standard Class,OFF-PA-6611,5,0.6,1.161
303,MX-2015-TB2128082-42293,42298,Standard Class,OFF-PA-6600,3,0,5.332
304,MX-2015-TB2128082-42293,42298,Standard Class,OFF-ST-6249,3,0,5.373
305,MX-2015-PB1915028-42309,42314,Standard Class,TEC-AC-5205,1,0,5.6
306,MX-2015-PB1915028-42309,42314,Standard Class,OFF-EN-3106,4,0,2.861
307,MX-2014-JG1531039-41816,41820,Standard Class,FUR-CH-4628,6,0,16.852
308,MX-2014-JG1531039-41816,41820,Standard Class,FUR-BO-5771,2,0,24.536
309,MX-2012-CA1231082-41165,41171,Standard Class,FUR-CH-4563,1,0.2,12.653
310,MX-2012-CA1231082-41165,41171,Standard Class,OFF-BI-3715,6,0,12.443
311,MX-2012-CA1231082-41165,41171,Standard Class,OFF-ST-4106,1,0,4.388
312,MX-2012-CA1231082-41165,41171,Standard Class,OFF-ST-4295,7,0,22.523
313,US-2015-PJ1901598-42273,42279,Standard Class,OFF-EN-3658,6,0.4,1.67
314,US-2015-PJ1901598-42273,42279,Standard Class,OFF-BI-2901,2,0.4,3.798
315,US-2015-PJ1901598-42273,42279,Standard Class,OFF-AP-4723,3,0.4,7.342
